(-1, <Edge.FR: 8>, <Edge.BL: 10>, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1);4
(-1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, 0, -1);4
(<Edge.FR: 8>, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, 0, -1, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1);4
(-1, -1, <Edge.BL: 10>, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, -1, -1, -1);4
(<Edge.BR: 11>, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, -1, <Edge.FR: 8>, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 0);4
(-1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, 1, -1, -1);4
(-1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, <Edge.FR: 8>, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1, 1, -1);4
(<Edge.BL: 10>, -1, -1, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, 0, -1, -1, -1, -1);4
(<Edge.BL: 10>, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0);4
(<Edge.BL: 10>, -1, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, 0, -1, -1, -1, -1, -1);4
(<Edge.BL: 10>, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 0, -1, -1, -1, -1, -1, -1);4
(<Edge.BL: 10>, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1);4
(-1, -1, -1, <Edge.BL: 10>, -1, -1, -1, <Edge.FR: 8>, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, 1, -1, -1, -1, 0, -1, -1, 1, -1);4
(-1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 0, 1);4
(-1, -1, -1, <Edge.BL: 10>, -1, -1, -1, <Edge.FR: 8>, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, 1, -1, -1, -1, 0, -1, 1, -1, -1);4
(-1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 0);4
(-1, -1, -1, <Edge.BL: 10>, -1, -1, <Edge.FR: 8>, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, 1, -1, -1, 0, -1, -1, 0, -1, -1);4
(-1, -1, -1, <Edge.BL: 10>, -1, <Edge.FR: 8>, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, 1, -1, 0, -1, -1, 1, -1, -1, -1);4
(-1, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1);4
(<Edge.BR: 11>, -1, -1, <Edge.BL: 10>, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1, 0, -1, -1, -1, -1, -1, -1);4
(-1, <Edge.FR: 8>, -1, <Edge.BL: 10>, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1);4
(-1, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, -1, 1, 0, -1, 1, -1, -1, -1, -1);4
(-1, -1, -1, <Edge.BL: 10>, <Edge.BR: 11>, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 1, -1, -1, -1);4
(-1, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, 1, 0, -1, -1, -1, -1, -1, 0);4
(<Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, 1, 0, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1);4
(-1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, 1, 0, -1, -1, -1, -1, -1, 1, -1, -1, -1);4
(-1, -1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, 1, 0, -1, -1, -1, -1, 1, -1, -1, -1);4
(-1, -1, -1, <Edge.BL: 10>, -1, <Edge.FR: 8>, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, 1, -1, -1, -1);4
(-1, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, 0, -1);4
(-1, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, 0);4
(<Edge.BR: 11>, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 0, -1);4
(-1, <Edge.BL: 10>, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, -1, <Edge.FR: 8>, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 0);4
(<Edge.BR: 11>, -1, -1, -1, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, <Edge.BL: 10>, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 0);4
(<Edge.FR: 8>, -1, -1, -1, <Edge.BL: 10>, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1, 1, -1, -1, -1);4
(<Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, -1, <Edge.FR: 8>, 1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0);4
(<Edge.BL: 10>, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1);4
(-1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, <Edge.FR: 8>, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, -1, 0, -1);5
(-1, -1, <Edge.BL: 10>, -1, -1, <Edge.BR: 11>, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, 0, -1, -1, 1, -1, -1, 1, -1, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.BR: 11>, -1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, 1);5
(-1, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 0, -1);5
(-1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1, 0, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, <Edge.FR: 8>, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1, -1, 0);5
(-1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, <Edge.FR: 8>, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, 0, -1);5
(-1, -1, -1, -1, -1, <Edge.BR: 11>, <Edge.BL: 10>, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, 1, 0, -1, 1, -1, -1, -1);5
(-1, -1, -1, <Edge.BL: 10>, -1, <Edge.BR: 11>, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, 1, -1, -1, -1);5
(-1, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, 0, -1, -1, -1);5
(<Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1);5
(-1, <Edge.BR: 11>, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, 1, 0, -1, -1, -1, -1, -1, -1, 1, -1, -1);5
(-1, <Edge.FR: 8>, -1, -1, -1, -1, <Edge.BL: 10>, -1, <Edge.BR: 11>, -1, -1, -1, -1, 0, -1, -1, -1, -1, 1, -1, 0, -1, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.FR: 8>, -1, <Edge.BL: 10>, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, 0, -1, 1, -1, 0, -1, -1);5
(-1, <Edge.FR: 8>, -1, -1, -1, <Edge.BL: 10>, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, 0, -1, -1, -1, 1, -1, -1, 0, -1, -1, -1);5
(-1, <Edge.BR: 11>, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, <Edge.FR: 8>, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1);5
(-1, <Edge.FR: 8>, -1, -1, <Edge.BL: 10>, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, 0, -1, -1, 1, -1, -1, -1, 0, -1, -1, -1);5
(-1, -1, <Edge.BL: 10>, -1, -1, <Edge.FR: 8>, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, 0, -1, -1, -1, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, <Edge.BR: 11>, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, 0);5
(-1, -1, -1, <Edge.BL: 10>, -1, <Edge.FR: 8>, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, 1, -1, 0, -1, -1, -1, 0, -1, -1);5
(-1, <Edge.BL: 10>, -1, -1, -1, <Edge.BR: 11>, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, 1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.FR: 8>, -1, -1, <Edge.BL: 10>, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, 0, -1, -1);5
(<Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, <Edge.BL: 10>, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1);5
(-1, <Edge.BR: 11>, -1, -1, -1, <Edge.BL: 10>, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1, 1, -1, -1);5
(<Edge.BR: 11>, <Edge.FR: 8>, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1);5
(-1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, <Edge.FR: 8>, -1, <Edge.BL: 10>, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 0);5
(-1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, 0, -1);5
(-1, <Edge.BR: 11>, <Edge.BL: 10>, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, 1, 0, -1, -1, -1, 1, -1, -1, -1, -1, -1);5
(-1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, 0, -1);5
(-1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 0, 1, -1);5
(<Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 0, -1);5
(-1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1);5
(-1, <Edge.BR: 11>, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1, 1, -1, -1);5
(-1, <Edge.FR: 8>, -1, -1, -1, <Edge.BL: 10>, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, 0, -1, -1);5
(-1, <Edge.BR: 11>, -1, -1, -1, -1, <Edge.BL: 10>, -1, -1, <Edge.FR: 8>, -1, -1, -1, 1, -1, -1, -1, -1, 0, -1, -1, 1, -1, -1);5
(-1, <Edge.FR: 8>, -1, -1, -1, -1, -1, <Edge.BL: 10>, <Edge.BR: 11>, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1);5
(<Edge.BL: 10>, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, 1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1);5
(-1, <Edge.BL: 10>, -1, <Edge.FR: 8>, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, 1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1);5
(<Edge.FR: 8>, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, 0, -1, 1, -1, -1, -1, -1, -1, 0, -1, -1, -1);5
(-1, -1, <Edge.BL: 10>, -1, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, -1, -1, -1);5
(-1, -1, -1, -1, -1, -1, -1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, 1);5
(-1, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 0, -1, -1);5
(-1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, <Edge.FR: 8>, -1, -1, <Edge.BL: 10>, -1, -1, -1, 0, -1, -1, -1, -1, 1, -1, -1, 0);5
(-1, -1, -1, -1, -1, -1, <Edge.BL: 10>, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 1, -1, -1, -1);5
(-1, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, <Edge.FR: 8>, -1, <Edge.BR: 11>, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1);5
(<Edge.BL: 10>, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1, 1, -1, -1, -1);5
(-1, -1, <Edge.BL: 10>, -1, -1, -1, <Edge.BR: 11>, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, 1, -1, -1, -1);5
(-1, <Edge.BL: 10>, -1, -1, <Edge.BR: 11>, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, 1, -1, -1, -1);5
(-1, -1, <Edge.BL: 10>, -1, -1, <Edge.BR: 11>, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, 1, -1, -1, -1);5
(-1, -1, -1, -1, -1, -1, <Edge.BL: 10>, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 0, 1, -1, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.BL: 10>, <Edge.BR: 11>, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, 1, 0, -1, 1, -1, -1, -1);5
(-1, -1, -1, -1, <Edge.BL: 10>, <Edge.BR: 11>, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, 1, 0, -1, -1, 1, -1, -1, -1);5
(-1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, <Edge.FR: 8>, -1, <Edge.BR: 11>, -1, -1, -1, 0, -1, -1, -1, -1, -1, 1, -1, 0, -1);5
(-1, -1, -1, -1, -1, -1, <Edge.BR: 11>, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, -1, -1, -1);5
(-1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 1, 0, -1, -1);5
(-1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, <Edge.FR: 8>, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, 0, -1, 1, -1, -1, 0);5
(-1, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, <Edge.FR: 8>, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 1, 0, -1, -1);5
(-1, -1, -1, <Edge.BL: 10>, -1, -1, <Edge.BR: 11>, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, 1, -1, -1, 0, -1, 1, -1, -1, -1);5
(-1, <Edge.BL: 10>, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1);5
(-1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, 1, -1, -1);5
(-1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 1, 0, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 1, 0, -1, -1);5
(<Edge.FR: 8>, -1, -1, -1, <Edge.BL: 10>, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, 1, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1);5
(-1, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, 0, 1, -1, -1, 0);5
(<Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, -1, <Edge.FR: 8>, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 1);5
(-1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, <Edge.FR: 8>, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, 0, -1, -1, 1, -1, -1, 0);5
(-1, -1, -1, -1, -1, <Edge.BR: 11>, -1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 1, 1, -1, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.BR: 11>, <Edge.BL: 10>, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 1, -1, -1, -1);5
(-1, -1, -1, <Edge.BL: 10>, -1, <Edge.BR: 11>, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, 1, -1, 0, -1, -1, 1, -1, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.BL: 10>, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 1, -1, -1, -1);5
(-1, -1, -1, -1, <Edge.BL: 10>, -1, <Edge.BR: 11>, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1, 1, -1, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.BR: 11>, -1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 1, -1, -1, -1);5
(-1, -1, -1, <Edge.BL: 10>, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 0, 1, -1, -1, -1);5
(-1, -1, <Edge.BL: 10>, -1, <Edge.BR: 11>, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, 1, -1, 0, -1, -1, -1, 1, -1, -1, -1);5
(-1, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1);5
(-1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, 1);5
(<Edge.BL: 10>, -1, -1, <Edge.FR: 8>, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1);5
(-1, <Edge.FR: 8>, <Edge.BL: 10>, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1);5
(-1, -1, <Edge.BL: 10>, -1, -1, -1, -1, <Edge.BR: 11>, -1, <Edge.FR: 8>, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, 1, -1, -1);5
(-1, <Edge.FR: 8>, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, 1, -1);5
(-1, <Edge.FR: 8>, -1, -1, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, <Edge.BR: 11>, -1, 0, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1);5
(-1, -1, -1, -1, -1, <Edge.FR: 8>, -1, <Edge.BL: 10>, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, 0, -1, 1, -1, -1, -1, 1);5
(-1, <Edge.FR: 8>, -1, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, 0, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1);5
(-1, -1, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, <Edge.FR: 8>, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, 1);5
(-1, <Edge.FR: 8>, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, 0, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1);5
(-1, -1, -1, -1, -1, <Edge.FR: 8>, <Edge.BL: 10>, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1);5
(-1, -1, -1, <Edge.BL: 10>, -1, <Edge.FR: 8>, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, 1, -1, 0, -1, -1, -1, -1, 1, -1);5
(-1, <Edge.BL: 10>, -1, -1, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 0, 1, -1, -1, -1);5
(-1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, <Edge.BR: 11>, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, 1);5
(-1, -1, -1, -1, -1, <Edge.FR: 8>, -1, <Edge.BR: 11>, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0, -1, -1, -1);5
(-1, -1, -1, -1, -1, <Edge.BL: 10>, -1, <Edge.BR: 11>, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, 1, -1, 0, -1, 1, -1, -1);5
(-1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, <Edge.BL: 10>, <Edge.BR: 11>, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 1, -1);5
(-1, <Edge.FR: 8>, -1, <Edge.BR: 11>, -1, -1, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, 0, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1);5
(<Edge.BL: 10>, <Edge.FR: 8>, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1);5
(-1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, <Edge.FR: 8>, -1, <Edge.BL: 10>, -1, -1, -1, 0, -1, -1, -1, -1, -1, 1, -1, 0);5
(-1, -1, <Edge.BL: 10>, -1, -1, -1, <Edge.FR: 8>, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1);5
(-1, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 1, -1);5
(-1, -1, <Edge.FR: 8>, -1, -1, -1, <Edge.BL: 10>, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 0, 0, -1, -1, -1, -1);5
(-1, -1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, <Edge.FR: 8>, <Edge.BR: 11>, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, 1, -1);5
